[DEBUG] 2021-02-19 18:52:27.184 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-19 18:52:27.197 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-19 18:52:27.205 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-19 18:52:27.349 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-19 18:52:27.354 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-19 18:52:27.663 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-19 18:52:27.677 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-19 18:52:27.691 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-19 18:52:28.225 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-19 18:52:28.254 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-19 18:52:28.255 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-02-19 18:52:30.149 [main] CriteriaQueryImpl - Rendered criteria query -> select generatedAlias0 from User as generatedAlias0
[DEBUG] 2021-02-19 18:52:30.171 [main] QueryTranslatorFactoryInitiator - QueryTranslatorFactory: org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory@57bd6a8f
[DEBUG] 2021-02-19 18:52:30.210 [main] QueryTranslatorImpl - parse() - HQL: select generatedAlias0 from com.pjcraig.entity.User as generatedAlias0
[DEBUG] 2021-02-19 18:52:30.216 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-02-19 18:52:30.226 [main] QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[DOT] Node: '.'
       |     |  |  |  +-[IDENT] Node: 'com'
       |     |  |  |  \-[IDENT] Node: 'pjcraig'
       |     |  |  \-[IDENT] Node: 'entity'
       |     |  \-[IDENT] Node: 'User'
       |     \-[ALIAS] Node: 'generatedAlias0'
       \-[SELECT] Node: 'select'
          \-[IDENT] Node: 'generatedAlias0'

[DEBUG] 2021-02-19 18:52:30.248 [main] HqlSqlBaseWalker - select << begin [level=1, statement=select]
[DEBUG] 2021-02-19 18:52:30.261 [main] FromElement - FromClause{level=1} : com.pjcraig.entity.User (generatedAlias0) -> user0_
[DEBUG] 2021-02-19 18:52:30.261 [main] FromReferenceNode - Resolved : generatedAlias0 -> user0_.id
[DEBUG] 2021-02-19 18:52:30.262 [main] HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
[DEBUG] 2021-02-19 18:52:30.263 [main] HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} user0_.id ) ( FromClause{level=1} user user0_ ) )
[DEBUG] 2021-02-19 18:52:30.272 [main] JoinProcessor - Using FROM fragment [user user0_]
[DEBUG] 2021-02-19 18:52:30.272 [main] HqlSqlBaseWalker - select >> end [level=1, statement=select]
[DEBUG] 2021-02-19 18:52:30.277 [main] QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (user)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'user0_.id as id1_0_' {alias=generatedAlias0, className=com.pjcraig.entity.User, tableAlias=user0_}
    |  \-[SQL_TOKEN] SqlFragment: 'user0_.email as email2_0_, user0_.nickname as nickname3_0_, user0_.password as password4_0_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[generatedAlias0], fromElementByTableAlias=[user0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'user user0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=generatedAlias0,role=null,tableName=user,tableAlias=user0_,origin=null,columns={,className=com.pjcraig.entity.User}}

[DEBUG] 2021-02-19 18:52:30.277 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-02-19 18:52:30.285 [main] QueryTranslatorImpl - HQL: select generatedAlias0 from com.pjcraig.entity.User as generatedAlias0
[DEBUG] 2021-02-19 18:52:30.285 [main] QueryTranslatorImpl - SQL: select user0_.id as id1_0_, user0_.email as email2_0_, user0_.nickname as nickname3_0_, user0_.password as password4_0_ from user user0_
[DEBUG] 2021-02-19 18:52:30.286 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2021-02-19 18:52:30.300 [main] SQL - select user0_.id as id1_0_, user0_.email as email2_0_, user0_.nickname as nickname3_0_, user0_.password as password4_0_ from user user0_
[DEBUG] 2021-02-19 18:52:30.302 [main] Loader - Result set row: 0
[DEBUG] 2021-02-19 18:52:30.302 [main] Loader - Result row: EntityKey[com.pjcraig.entity.User#1]
[DEBUG] 2021-02-19 18:52:30.302 [main] Loader - Result set row: 1
[DEBUG] 2021-02-19 18:52:30.302 [main] Loader - Result row: EntityKey[com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.303 [main] Loader - Result set row: 2
[DEBUG] 2021-02-19 18:52:30.303 [main] Loader - Result row: EntityKey[com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#1]
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `email` : value = jsmitty@example.com
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `nickname` : value = J. Smitty
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `password` : value = password
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#1]
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `email` : value = jdoe@example.com
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `nickname` : value = Kat
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `password` : value = password1234
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Processing attribute `email` : value = almarks@example.com
[DEBUG] 2021-02-19 18:52:30.303 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.304 [main] TwoPhaseLoad - Processing attribute `nickname` : value = Marketh
[DEBUG] 2021-02-19 18:52:30.306 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.307 [main] TwoPhaseLoad - Processing attribute `password` : value = password4321
[DEBUG] 2021-02-19 18:52:30.307 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.307 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#3]
[DEBUG] 2021-02-19 18:52:30.308 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.338 [main] SQL - select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:30.339 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-19 18:52:30.339 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Processing attribute `email` : value = jdoe@example.com
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Processing attribute `nickname` : value = Kat
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Processing attribute `password` : value = password1234
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.339 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#2]
[DEBUG] 2021-02-19 18:52:30.339 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.340 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.pjcraig.entity.User#2
[DEBUG] 2021-02-19 18:52:30.340 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.371 [main] TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[DEBUG] 2021-02-19 18:52:30.372 [main] TransactionImpl - begin
[DEBUG] 2021-02-19 18:52:30.376 [main] ActionQueue - Executing identity-insert immediately
[DEBUG] 2021-02-19 18:52:30.378 [main] SQL - insert into user (email, nickname, password) values (?, ?, ?)
[DEBUG] 2021-02-19 18:52:30.384 [main] IdentifierGeneratorHelper - Natively generated identity: 8
[DEBUG] 2021-02-19 18:52:30.384 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.384 [main] TransactionImpl - committing
[DEBUG] 2021-02-19 18:52:30.384 [main] AbstractFlushingEventListener - Processing flush-time cascades
[DEBUG] 2021-02-19 18:52:30.384 [main] AbstractFlushingEventListener - Dirty checking collections
[DEBUG] 2021-02-19 18:52:30.384 [main] AbstractFlushingEventListener - Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[DEBUG] 2021-02-19 18:52:30.384 [main] AbstractFlushingEventListener - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[DEBUG] 2021-02-19 18:52:30.384 [main] EntityPrinter - Listing entities:
[DEBUG] 2021-02-19 18:52:30.385 [main] EntityPrinter - com.pjcraig.entity.User{password=longpassword123, nickname=Jeffster, id=8, email=jeff@example.com}
[DEBUG] 2021-02-19 18:52:30.386 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.389 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
[DEBUG] 2021-02-19 18:52:30.389 [main] SQL - select user0_.id as id1_0_0_, user0_.email as email2_0_0_, user0_.nickname as nickname3_0_0_, user0_.password as password4_0_0_ from user user0_ where user0_.id=?
[DEBUG] 2021-02-19 18:52:30.391 [main] ResultSetProcessorImpl - Starting ResultSet row #0
[DEBUG] 2021-02-19 18:52:30.391 [main] EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Resolving attributes for [com.pjcraig.entity.User#8]
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Processing attribute `email` : value = jeff@example.com
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Attribute (`email`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Processing attribute `nickname` : value = Jeffster
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Attribute (`nickname`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Processing attribute `password` : value = longpassword123
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Attribute (`password`)  - enhanced for lazy-loading? - false
[DEBUG] 2021-02-19 18:52:30.391 [main] TwoPhaseLoad - Done materializing entity [com.pjcraig.entity.User#8]
[DEBUG] 2021-02-19 18:52:30.391 [main] ResourceRegistryStandardImpl - HHH000387: ResultSet's statement was not registered
[DEBUG] 2021-02-19 18:52:30.391 [main] AbstractLoadPlanBasedEntityLoader - Done entity load : com.pjcraig.entity.User#8
[DEBUG] 2021-02-19 18:52:30.391 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
